DOC1 1,1:0.0699915
DOC7602 1,1:0.0711146
DOC7603 1,1:0.0831521
DOC7604 1,1:0.0816558
DOC7605 1,1:0.0757107
DOC7606 1,1:0.0876598
DOC7607 1,1:0.0845645
DOC7608 1,1:0.0783052
DOC7609 1,1:0.0858453
DOC7610 1,1:0.0835748
DOC7611 1,1:0.0737192
DOC7612 1,1:0.085933
DOC7613 1,1:0.0924123
DOC7614 1,1:0.0804696
DOC7615 1,1:0.081207
DOC7616 1,1:0.0845592
DOC7617 1,1:0.0927849
DOC7618 1,1:0.0731546
DOC7619 1,1:0.0795971
DOC7620 1,1:0.0882522
DOC7621 1,1:0.0831012
DOC7622 1,1:0.0819677
DOC7623 1,1:0.073246
DOC7624 1,1:0.0816139
DOC7625 1,1:0.0751658
DOC7626 1,1:0.0822667
DOC7627 1,1:0.0785825
DOC7628 1,1:0.0735787
DOC7629 1,1:0.0794174
DOC7630 1,1:0.0662095
DOC7631 1,1:0.0720308
DOC7632 1,1:0.0839065
DOC7633 1,1:0.0836778
DOC7634 1,1:0.0817762
DOC7635 1,1:0.0867207
DOC7636 1,1:0.0748514
DOC7637 1,1:0.0712466
DOC7638 1,1:0.0819389
DOC7639 1,1:0.0797674
DOC7640 1,1:0.0816467
DOC7641 1,1:0.0767379
DOC7642 1,1:0.0716796
DOC7643 1,1:0.0861767
DOC7644 1,1:0.0818334
DOC7645 1,1:0.081325
DOC7646 1,1:0.0652215
DOC7647 1,1:0.0762536
DOC7648 1,1:0.0757353
DOC7649 1,1:0.0726895
DOC7650 1,1:0.0712921
DOC7651 1,1:0.0790259
DOC7652 1,1:0.0815504
DOC7653 1,1:0.0808812
DOC7654 1,1:0.072343
DOC7655 1,1:0.0815112
DOC7656 1,1:0.080645
DOC7657 1,1:0.0790062
DOC7658 1,1:0.0716918
DOC7659 1,1:0.0708891
DOC7660 1,1:0.0816648
DOC7661 1,1:0.092457
DOC7662 1,1:0.0766458
DOC7663 1,1:0.0832566
DOC7664 1,1:0.081968
DOC7665 1,1:0.0785856
DOC7666 1,1:0.0743657
DOC7667 1,1:0.0824999
DOC7668 1,1:0.0781682
DOC7669 1,1:0.0728552
DOC7670 1,1:0.076464
DOC7671 1,1:0.0686305
DOC7672 1,1:0.0737462
DOC7673 1,1:0.0765343
DOC7674 1,1:0.0827665
DOC7675 1,1:0.0716246
DOC7676 1,1:0.0944358
DOC7677 1,1:0.0767182
DOC7678 1,1:0.0718668
DOC7679 1,1:0.078855
DOC7680 1,1:0.0813961
DOC7681 1,1:0.0829438
DOC7682 1,1:0.0913027
DOC7683 1,1:0.0845077
DOC7684 1,1:0.0852987
DOC7685 1,1:0.0847548
DOC7686 1,1:0.0763977
DOC7687 1,1:0.088337
DOC7688 1,1:0.0683887
DOC7689 1,1:0.0855759
DOC7690 1,1:0.096027
DOC7691 1,1:0.0738283
DOC7692 1,1:0.0750433
DOC7693 1,1:0.0815074
DOC7694 1,1:0.0801599
DOC7695 1,1:0.0834846
DOC7696 1,1:0.098369
DOC7697 1,1:0.0729552
DOC7698 1,1:0.0762649
DOC7699 1,1:0.0913328
DOC7700 1,1:0.0808671
DOC7701 1,1:0.0804174
DOC7702 1,1:0.0842021
DOC7703 1,1:0.0761873
DOC7704 1,1:0.0790857
DOC7705 1,1:0.0743303
DOC7706 1,1:0.083055
DOC7707 1,1:0.0741944
DOC7708 1,1:0.0794749
DOC7709 1,1:0.0781459
DOC7710 1,1:0.0746516
DOC7711 1,1:0.0897846
DOC7712 1,1:0.0811323
DOC7713 1,1:0.0832082
DOC7714 1,1:0.0841668
DOC7715 1,1:0.0818846
DOC7716 1,1:0.0926743
DOC7717 1,1:0.0801799
DOC7718 1,1:0.0814969
DOC7719 1,1:0.0827918
DOC7720 1,1:0.0817334
DOC7721 1,1:0.0914426
DOC7722 1,1:0.0898695
DOC7723 1,1:0.0679123
DOC7724 1,1:0.0740098
DOC7725 1,1:0.0743524
DOC7726 1,1:0.0830619
DOC7727 1,1:0.0753141
DOC7728 1,1:0.0807407
DOC7729 1,1:0.0814076
DOC7730 1,1:0.067558
DOC7731 1,1:0.0860807
DOC7732 1,1:0.0618875
DOC7733 1,1:0.0897161
DOC7734 1,1:0.0827146
DOC7735 1,1:0.0780123
DOC7736 1,1:0.0816293
DOC7737 1,1:0.0734682
DOC7738 1,1:0.0807319
DOC7739 1,1:0.0898749
DOC7740 1,1:0.0797193
DOC7741 1,1:0.0718463
DOC7742 1,1:0.0774536
DOC7743 1,1:0.0732106
DOC7744 1,1:0.0821377
DOC7745 1,1:0.085707
DOC7746 1,1:0.0849315
DOC7747 1,1:0.0790552
DOC7748 1,1:0.0769733
DOC7749 1,1:0.0809335
DOC7750 1,1:0.0791482
DOC7751 1,1:0.0754
DOC7752 1,1:0.0675648
DOC7753 1,1:0.0789967
DOC7754 1,1:0.0813778
DOC7755 1,1:0.086449
DOC7756 1,1:0.0674459
DOC7757 1,1:0.0796886
DOC7758 1,1:0.0774819
DOC7759 1,1:0.0774677
DOC7760 1,1:0.082419
DOC7761 1,1:0.0795966
DOC7762 1,1:0.0700128
DOC7763 1,1:0.0736874
DOC7764 1,1:0.0824743
DOC7765 1,1:0.0758127
DOC7766 1,1:0.0769734
DOC7767 1,1:0.078493
DOC7768 1,1:0.0705803
DOC7769 1,1:0.0848527
DOC7770 1,1:0.0746622
DOC7771 1,1:0.0852602
DOC7772 1,1:0.0725602
DOC7773 1,1:0.0703944
DOC7774 1,1:0.0811922
DOC7775 1,1:0.0644047
DOC7776 1,1:0.0827153
DOC7777 1,1:0.0809394
DOC7778 1,1:0.0843357
DOC7779 1,1:0.0844088
DOC7780 1,1:0.0805066
DOC7781 1,1:0.0859214
DOC7782 1,1:0.0855749
DOC7783 1,1:0.0746011
DOC7784 1,1:0.0678386
DOC7785 1,1:0.0827974
DOC7786 1,1:0.0792061
DOC7787 1,1:0.0726751
DOC7788 1,1:0.0786163
DOC7789 1,1:0.095253
DOC7790 1,1:0.0813611
DOC7791 1,1:0.0773082
DOC7792 1,1:0.0757894
DOC7793 1,1:0.091117
DOC7794 1,1:0.0675783
DOC7795 1,1:0.0804127
DOC7796 1,1:0.0745538
DOC7797 1,1:0.0786808
DOC7798 1,1:0.0699443
DOC7799 1,1:0.0936795
DOC7800 1,1:0.0717701
DOC7801 1,1:0.0891686
DOC7802 1,1:0.0808064
DOC7803 1,1:0.0832773
DOC7804 1,1:0.0793939
DOC7805 1,1:0.0766271
DOC7806 1,1:0.0847182
DOC7807 1,1:0.0860771
DOC7808 1,1:0.0805351
DOC7809 1,1:0.087175
DOC7810 1,1:0.0716437
DOC7811 1,1:0.0834688
DOC7812 1,1:0.0769633
DOC7813 1,1:0.078401
DOC7814 1,1:0.0876375
DOC7815 1,1:0.0961305
DOC7816 1,1:0.0791284
DOC7817 1,1:0.0890648
DOC7818 1,1:0.0902664
DOC7819 1,1:0.0923072
DOC7820 1,1:0.0792802
DOC7821 1,1:0.086973
DOC7822 1,1:0.0928322
DOC7823 1,1:0.0765116
DOC7824 1,1:0.0754484
DOC7825 1,1:0.0803025
DOC7826 1,1:0.0779155
DOC7827 1,1:0.0702886
DOC7828 1,1:0.0855129
DOC7829 1,1:0.0788563
DOC7830 1,1:0.069811
DOC7831 1,1:0.071669
DOC7832 1,1:0.0800555
DOC7833 1,1:0.0779989
DOC7834 1,1:0.0734582
DOC7835 1,1:0.0818258
DOC7836 1,1:0.0740591
DOC7837 1,1:0.0816376
DOC7838 1,1:0.0770167
DOC7839 1,1:0.0794404
DOC7840 1,1:0.0736877
DOC7841 1,1:0.0844346
DOC7842 1,1:0.0612792
DOC7843 1,1:0.0759146
DOC7844 1,1:0.078551
DOC7845 1,1:0.0799853
DOC7846 1,1:0.0871711
DOC7847 1,1:0.0731484
DOC7848 1,1:0.0749653
DOC7849 1,1:0.0714974
DOC7850 1,1:0.0787091
DOC7851 1,1:0.0874217
DOC7852 1,1:0.084588
DOC7853 1,1:0.0896151
DOC7854 1,1:0.0860736
DOC7855 1,1:0.0904032
DOC7856 1,1:0.0708753
DOC7857 1,1:0.081086
DOC7858 1,1:0.0725654
DOC7859 1,1:0.0815725
DOC7860 1,1:0.0718394
DOC7861 1,1:0.0754758
DOC7862 1,1:0.0838043
DOC7863 1,1:0.0829044
DOC7864 1,1:0.087375
DOC7865 1,1:0.0824501
DOC7866 1,1:0.077912
DOC7867 1,1:0.0748407
DOC7868 1,1:0.0885389
DOC7869 1,1:0.0784607
DOC7870 1,1:0.0746652
DOC7871 1,1:0.0682223
DOC7872 1,1:0.0790847
DOC7873 1,1:0.0786897
DOC7874 1,1:0.071897
DOC7875 1,1:0.0873654
DOC7876 1,1:0.072053
DOC7877 1,1:0.0735179
DOC7878 1,1:0.0717341
DOC7879 1,1:0.0811261
DOC7880 1,1:0.0782805
DOC7881 1,1:0.0859615
DOC7882 1,1:0.0958471
DOC7883 1,1:0.0797708
DOC7884 1,1:0.0611871
DOC7885 1,1:0.0724805
DOC7886 1,1:0.0882269
DOC7887 1,1:0.0793428
DOC7888 1,1:0.0852258
DOC7889 1,1:0.0800683
DOC7890 1,1:0.0824281
DOC7891 1,1:0.0751117
DOC7892 1,1:0.0776265
DOC7893 1,1:0.0810583
DOC7894 1,1:0.0921214
DOC7895 1,1:0.0835332
DOC7896 1,1:0.0793037
DOC7897 1,1:0.08018
DOC7898 1,1:0.063908
DOC7899 1,1:0.0895675
DOC7900 1,1:0.0754294
DOC7901 1,1:0.0783494
DOC7902 1,1:0.0773754
DOC7903 1,1:0.0871062
DOC7904 1,1:0.0791286
DOC7905 1,1:0.0767402
DOC7906 1,1:0.0711316
DOC7907 1,1:0.0674441
DOC7908 1,1:0.0706166
DOC7909 1,1:0.0846664
DOC7910 1,1:0.068789
DOC7911 1,1:0.074519
DOC7912 1,1:0.0852633
DOC7913 1,1:0.0817203
DOC7914 1,1:0.0873288
DOC7915 1,1:0.0826371
DOC7916 1,1:0.088085
DOC7917 1,1:0.066324
DOC7918 1,1:0.083189
DOC7919 1,1:0.085988
DOC7920 1,1:0.0773854
DOC7921 1,1:0.0798659
DOC7922 1,1:0.0841226
DOC7923 1,1:0.0850546
DOC7924 1,1:0.0830455
DOC7925 1,1:0.0802084
DOC7926 1,1:0.0747292
DOC7927 1,1:0.0861382
DOC7928 1,1:0.0799874
DOC7929 1,1:0.081753
DOC7930 1,1:0.0710104
DOC7931 1,1:0.0778667
DOC7932 1,1:0.0832138
DOC7933 1,1:0.0765165
DOC7934 1,1:0.080545
DOC7935 1,1:0.0709002
DOC7936 1,1:0.0717616
DOC7937 1,1:0.0765266
DOC7938 1,1:0.0750858
DOC7939 1,1:0.0667217
DOC7940 1,1:0.0760091
DOC7941 1,1:0.0773706
DOC7942 1,1:0.0827731
DOC7943 1,1:0.0643167
DOC7944 1,1:0.0726596
DOC7945 1,1:0.0723081
DOC7946 1,1:0.0799008
DOC7947 1,1:0.0841465
DOC7948 1,1:0.0807987
DOC7949 1,1:0.0716215
DOC7950 1,1:0.0957814
DOC7951 1,1:0.0695015
DOC7952 1,1:0.0736964
DOC7953 1,1:0.0789772
DOC7954 1,1:0.0901219
DOC7955 1,1:0.0897283
DOC7956 1,1:0.0733618
DOC7957 1,1:0.0830927
DOC7958 1,1:0.0748349
DOC7959 1,1:0.0780037
DOC7960 1,1:0.0842087
DOC7961 1,1:0.0799532
DOC7962 1,1:0.0796191
DOC7963 1,1:0.0818028
DOC7964 1,1:0.0889557
DOC7965 1,1:0.0988904
DOC7966 1,1:0.0823185
DOC7967 1,1:0.0713351
DOC7968 1,1:0.0681057
DOC7969 1,1:0.0833701
DOC7970 1,1:0.0762
DOC7971 1,1:0.0732973
DOC7972 1,1:0.0853068
DOC7973 1,1:0.0722349
DOC7974 1,1:0.0816521
DOC7975 1,1:0.0820971
DOC7976 1,1:0.0918464
DOC7977 1,1:0.0773557
DOC7978 1,1:0.0841957
DOC7979 1,1:0.0789315
DOC7980 1,1:0.0665649
DOC7981 1,1:0.0784886
DOC7982 1,1:0.0752196
DOC7983 1,1:0.0791258
DOC7984 1,1:0.0880532
DOC7985 1,1:0.0821977
DOC7986 1,1:0.0926123
DOC7987 1,1:0.0766661
DOC7988 1,1:0.0807789
DOC7989 1,1:0.0829158
DOC7990 1,1:0.078896
DOC7991 1,1:0.0748291
DOC7992 1,1:0.0785425
DOC7993 1,1:0.0710858
DOC7994 1,1:0.078351
DOC7995 1,1:0.0694761
DOC7996 1,1:0.0837599
DOC7997 1,1:0.0805898
DOC7998 1,1:0.0726543
DOC7999 1,1:0.0784351
DOC8000 1,1:0.0884965
DOC8001 1,1:0.0859352
DOC8002 1,1:0.0749322
DOC8003 1,1:0.0742693
DOC8004 1,1:0.0814776
DOC8005 1,1:0.0746146
DOC8006 1,1:0.0771395
DOC8007 1,1:0.0732906
DOC8008 1,1:0.0854965
DOC8009 1,1:0.0726251
DOC8010 1,1:0.0793301
DOC8011 1,1:0.0741734
DOC8012 1,1:0.0861152
DOC8013 1,1:0.078478
DOC8014 1,1:0.084872
DOC8015 1,1:0.0921866
DOC8016 1,1:0.0774932
DOC8017 1,1:0.0858375
DOC8018 1,1:0.0756344
DOC8019 1,1:0.0822406
DOC8020 1,1:0.0761054
DOC8021 1,1:0.0789509
DOC8022 1,1:0.0690521
DOC8023 1,1:0.0658095
DOC8024 1,1:0.0828134
DOC8025 1,1:0.0789296
DOC8026 1,1:0.0756594
DOC8027 1,1:0.0728528
DOC8028 1,1:0.0745446
DOC8029 1,1:0.0973934
DOC8030 1,1:0.0719279
DOC8031 1,1:0.0791695
DOC8032 1,1:0.0692484
DOC8033 1,1:0.0865914
DOC8034 1,1:0.0772856
DOC8035 1,1:0.0838469
DOC8036 1,1:0.078375
DOC8037 1,1:0.0705781
DOC8038 1,1:0.0809577
DOC8039 1,1:0.0731086
DOC8040 1,1:0.0898191
DOC8041 1,1:0.083963
DOC8042 1,1:0.0784309
DOC8043 1,1:0.0795854
DOC8044 1,1:0.0721233
DOC8045 1,1:0.0822988
DOC8046 1,1:0.0848287
DOC8047 1,1:0.0808646
DOC8048 1,1:0.0793342
DOC8049 1,1:0.0761969
DOC8050 1,1:0.0732603
DOC8051 1,1:0.0719429
DOC8052 1,1:0.0873866
DOC8053 1,1:0.095018
DOC8054 1,1:0.0668896
DOC8055 1,1:0.0773788
DOC8056 1,1:0.0803637
DOC8057 1,1:0.0703128
DOC8058 1,1:0.078825
DOC8059 1,1:0.0674857
DOC8060 1,1:0.0798774
DOC8061 1,1:0.0809111
DOC8062 1,1:0.0829556
DOC8063 1,1:0.0686138
DOC8064 1,1:0.0780967
DOC8065 1,1:0.069305
DOC8066 1,1:0.0755946
DOC8067 1,1:0.0773559
DOC8068 1,1:0.0734546
DOC8069 1,1:0.0862145
DOC8070 1,1:0.0778809
DOC8071 1,1:0.0700502
DOC8072 1,1:0.0828837
DOC8073 1,1:0.0762923
DOC8074 1,1:0.0873694
DOC8075 1,1:0.0796108
DOC8076 1,1:0.0836004
DOC8077 1,1:0.0789593
DOC8078 1,1:0.0754081
DOC8079 1,1:0.0925546
DOC8080 1,1:0.0783482
DOC8081 1,1:0.0835325
DOC8082 1,1:0.0709632
DOC8083 1,1:0.0941512
DOC8084 1,1:0.094901
DOC8085 1,1:0.0722703
DOC8086 1,1:0.075204
DOC8087 1,1:0.0743795
DOC8088 1,1:0.0922572
DOC8089 1,1:0.0757079
DOC8090 1,1:0.0768199
DOC8091 1,1:0.086244
DOC8092 1,1:0.0863924
DOC8093 1,1:0.0843888
DOC8094 1,1:0.0798527
DOC8095 1,1:0.0836975
DOC8096 1,1:0.0696186
DOC8097 1,1:0.0846298
DOC8098 1,1:0.0700156
DOC8099 1,1:0.0860165
DOC8100 1,1:0.08094
DOC8101 1,1:0.083081
DOC8102 1,1:0.0725165
DOC8103 1,1:0.0749412
DOC8104 1,1:0.0930536
DOC8105 1,1:0.0801867
DOC8106 1,1:0.0914957
DOC8107 1,1:0.0724027
DOC8108 1,1:0.0753231
DOC8109 1,1:0.0859884
DOC8110 1,1:0.0733224
DOC8111 1,1:0.0718298
DOC8112 1,1:0.075401
DOC8113 1,1:0.0856497
DOC8114 1,1:0.0762282
DOC8115 1,1:0.0656006
DOC8116 1,1:0.0705258
DOC8117 1,1:0.0760522
DOC8118 1,1:0.0847811
DOC8119 1,1:0.0816058
DOC8120 1,1:0.0899728
DOC8121 1,1:0.0813686
DOC8122 1,1:0.0733286
DOC8123 1,1:0.0668564
DOC8124 1,1:0.0792617
DOC8125 1,1:0.0773387
DOC8126 1,1:0.0782949
DOC8127 1,1:0.0799775
DOC8128 1,1:0.0767743
DOC8129 1,1:0.0776056
DOC8130 1,1:0.0826429
DOC8131 1,1:0.0806787
DOC8132 1,1:0.0895131
DOC8133 1,1:0.0844992
DOC8134 1,1:0.0733413
DOC8135 1,1:0.0827148
DOC8136 1,1:0.0739672
DOC8137 1,1:0.0849485
DOC8138 1,1:0.0767693
DOC8139 1,1:0.0923195
DOC8140 1,1:0.0724914
DOC8141 1,1:0.076439
DOC8142 1,1:0.0807279
DOC8143 1,1:0.0884553
DOC8144 1,1:0.0772673
DOC8145 1,1:0.0766205
DOC8146 1,1:0.0817397
DOC8147 1,1:0.0867679
DOC8148 1,1:0.0819566
DOC8149 1,1:0.0828429
DOC8150 1,1:0.0571886
DOC8151 1,1:0.0727287
DOC8152 1,1:0.0813361
DOC8153 1,1:0.0715719
DOC8154 1,1:0.0785685
DOC8155 1,1:0.0888729
DOC8156 1,1:0.0919295
DOC8157 1,1:0.0768719
DOC8158 1,1:0.0865792
DOC8159 1,1:0.0911476
DOC8160 1,1:0.0860776
DOC8161 1,1:0.0855608
DOC8162 1,1:0.0771377
DOC8163 1,1:0.072896
DOC8164 1,1:0.0853349
DOC8165 1,1:0.0771858
DOC8166 1,1:0.0851843
DOC8167 1,1:0.0775034
DOC8168 1,1:0.092758
DOC8169 1,1:0.091383
DOC8170 1,1:0.0806925
DOC8171 1,1:0.0909868
DOC8172 1,1:0.101776
DOC8173 1,1:0.0714124
DOC8174 1,1:0.0808977
DOC8175 1,1:0.0787616
DOC8176 1,1:0.0629295
DOC8177 1,1:0.0762195
DOC8178 1,1:0.0783507
DOC8179 1,1:0.0814889
DOC8180 1,1:0.0750369
DOC8181 1,1:0.0719101
DOC8182 1,1:0.0931532
DOC8183 1,1:0.0808953
DOC8184 1,1:0.0767808
DOC8185 1,1:0.080678
DOC8186 1,1:0.0724426
DOC8187 1,1:0.0857668
DOC8188 1,1:0.0855202
DOC8189 1,1:0.0863797
DOC8190 1,1:0.0894088
DOC8191 1,1:0.0753575
DOC8192 1,1:0.0872954
DOC8193 1,1:0.0769896
DOC8194 1,1:0.0840215
DOC8195 1,1:0.0841474
DOC8196 1,1:0.0724553
DOC8197 1,1:0.0752261
DOC8198 1,1:0.0724937
DOC8199 1,1:0.0810839
DOC8200 1,1:0.0842644
DOC8201 1,1:0.0756956
DOC8202 1,1:0.0729097
DOC8203 1,1:0.0756617
DOC8204 1,1:0.0745632
DOC8205 1,1:0.0789701
DOC8206 1,1:0.0743051
DOC8207 1,1:0.0775173
DOC8208 1,1:0.0796159
DOC8209 1,1:0.0712181
DOC8210 1,1:0.0729872
DOC8211 1,1:0.0827908
DOC8212 1,1:0.0808812
DOC8213 1,1:0.0723866
DOC8214 1,1:0.0728992
DOC8215 1,1:0.0847674
DOC8216 1,1:0.0771738
DOC8217 1,1:0.0777626
DOC8218 1,1:0.0828674
DOC8219 1,1:0.071943
DOC8220 1,1:0.0809245
DOC8221 1,1:0.0722727
DOC8222 1,1:0.0827181
DOC8223 1,1:0.0689678
DOC8224 1,1:0.0809899
DOC8225 1,1:0.0811351
DOC8226 1,1:0.0900765
DOC8227 1,1:0.0726475
DOC8228 1,1:0.0697861
DOC8229 1,1:0.0748646
DOC8230 1,1:0.0782151
DOC8231 1,1:0.0806983
DOC8232 1,1:0.0663226
DOC8233 1,1:0.0859947
DOC8234 1,1:0.0745785
DOC8235 1,1:0.0690131
DOC8236 1,1:0.0787463
DOC8237 1,1:0.0801178
DOC8238 1,1:0.0772148
DOC8239 1,1:0.0804247
DOC8240 1,1:0.0919363
DOC8241 1,1:0.0767844
DOC8242 1,1:0.0850976
DOC8243 1,1:0.0795214
DOC8244 1,1:0.0831191
DOC8245 1,1:0.0728371
DOC8246 1,1:0.0827503
DOC8247 1,1:0.0788642
DOC8248 1,1:0.0900788
DOC8249 1,1:0.0926311
DOC8250 1,1:0.0755679
DOC8251 1,1:0.0884643
DOC8252 1,1:0.0771713
DOC8253 1,1:0.0767965
DOC8254 1,1:0.0831124
DOC8255 1,1:0.0708558
DOC8256 1,1:0.0844951
DOC8257 1,1:0.0801811
DOC8258 1,1:0.0701362
DOC8259 1,1:0.0957573
DOC8260 1,1:0.0731893
DOC8261 1,1:0.0848679
DOC8262 1,1:0.0899549
DOC8263 1,1:0.0761991
DOC8264 1,1:0.0878783
DOC8265 1,1:0.0892793
DOC8266 1,1:0.073881
DOC8267 1,1:0.0722992
DOC8268 1,1:0.0799186
DOC8269 1,1:0.0734292
DOC8270 1,1:0.0841525
DOC8271 1,1:0.0798673
DOC8272 1,1:0.0857849
DOC8273 1,1:0.0778685
DOC8274 1,1:0.0811584
DOC8275 1,1:0.0742896
DOC8276 1,1:0.0744274
DOC8277 1,1:0.0740014
DOC8278 1,1:0.0723447
DOC8279 1,1:0.0810193
DOC8280 1,1:0.0836529
DOC8281 1,1:0.0741579
DOC8282 1,1:0.0691882
DOC8283 1,1:0.0762949
DOC8284 1,1:0.083991
DOC8285 1,1:0.074491
DOC8286 1,1:0.0798568
DOC8287 1,1:0.0666715
DOC8288 1,1:0.0825625
DOC8289 1,1:0.0818952
DOC8290 1,1:0.076288
DOC8291 1,1:0.0856459
DOC8292 1,1:0.0730016
DOC8293 1,1:0.0762259
DOC8294 1,1:0.0840274
DOC8295 1,1:0.0945753
DOC8296 1,1:0.0825407
DOC8297 1,1:0.0698271
DOC8298 1,1:0.0682067
DOC8299 1,1:0.0871395
DOC8300 1,1:0.0684039
DOC8301 1,1:0.073131
DOC8302 1,1:0.0795869
DOC8303 1,1:0.0695731
DOC8304 1,1:0.0801738
DOC8305 1,1:0.0932436
DOC8306 1,1:0.0824863
DOC8307 1,1:0.0724535
DOC8308 1,1:0.0714826
DOC8309 1,1:0.0879398
DOC8310 1,1:0.0803262
DOC8311 1,1:0.0962983
DOC8312 1,1:0.0776106
DOC8313 1,1:0.0762465
DOC8314 1,1:0.0813243
DOC8315 1,1:0.0745392
DOC8316 1,1:0.0759919
DOC8317 1,1:0.0900708
DOC8318 1,1:0.0684531
DOC8319 1,1:0.0800033
DOC8320 1,1:0.0734029
DOC8321 1,1:0.0772745
DOC8322 1,1:0.0910683
DOC8323 1,1:0.08237
DOC8324 1,1:0.0869819
DOC8325 1,1:0.0714874
DOC8326 1,1:0.075763
DOC8327 1,1:0.0909382
DOC8328 1,1:0.0716151
DOC8329 1,1:0.0885743
DOC8330 1,1:0.0769934
DOC8331 1,1:0.0893037
DOC8332 1,1:0.0922863
DOC8333 1,1:0.0759663
DOC8334 1,1:0.0698724
DOC8335 1,1:0.084684
DOC8336 1,1:0.0790569
DOC8337 1,1:0.0806841
DOC8338 1,1:0.0847777
DOC8339 1,1:0.0807055
DOC8340 1,1:0.0873334
DOC8341 1,1:0.0867017
DOC8342 1,1:0.0772212
DOC8343 1,1:0.0788886
DOC8344 1,1:0.0948652
DOC8345 1,1:0.0723254
DOC8346 1,1:0.080692
DOC8347 1,1:0.0713311
DOC8348 1,1:0.0868116
DOC8349 1,1:0.082926
DOC8350 1,1:0.0831798
DOC8351 1,1:0.080783
DOC8352 1,1:0.0906051
DOC8353 1,1:0.0816054
DOC8354 1,1:0.0968263
DOC8355 1,1:0.0953106
DOC8356 1,1:0.0791609
DOC8357 1,1:0.0856394
DOC8358 1,1:0.0811127
DOC8359 1,1:0.0680207
DOC8360 1,1:0.075094
DOC8361 1,1:0.0782087
DOC8362 1,1:0.0903764
DOC8363 1,1:0.0829915
DOC8364 1,1:0.0772862
DOC8365 1,1:0.0735838
DOC8366 1,1:0.0793423
DOC8367 1,1:0.0790611
DOC8368 1,1:0.0828201
DOC8369 1,1:0.0802434
DOC8370 1,1:0.0754541
DOC8371 1,1:0.0865092
DOC8372 1,1:0.0812613
DOC8373 1,1:0.0854991
DOC8374 1,1:0.0774288
DOC8375 1,1:0.0737658
DOC8376 1,1:0.0795469
DOC8377 1,1:0.0884537
DOC8378 1,1:0.079759
DOC8379 1,1:0.0830887
DOC8380 1,1:0.0821198
DOC8381 1,1:0.0786873
DOC8382 1,1:0.0632499
DOC8383 1,1:0.0789554
DOC8384 1,1:0.0779839
DOC8385 1,1:0.082808
DOC8386 1,1:0.0812409
DOC8387 1,1:0.0825499
DOC8388 1,1:0.0763279
DOC8389 1,1:0.077782
DOC8390 1,1:0.0708506
DOC8391 1,1:0.0795451
DOC8392 1,1:0.0815516
DOC8393 1,1:0.0810998
DOC8394 1,1:0.0817349
DOC8395 1,1:0.0729022
DOC8396 1,1:0.0652168
DOC8397 1,1:0.0798711
DOC8398 1,1:0.0788677
DOC8399 1,1:0.0798446
DOC8400 1,1:0.0836708
DOC8401 1,1:0.0738063
DOC8402 1,1:0.0647733
DOC8403 1,1:0.0742961
DOC8404 1,1:0.0798357
DOC8405 1,1:0.07338
DOC8406 1,1:0.0694098
DOC8407 1,1:0.0726477
DOC8408 1,1:0.0832643
DOC8409 1,1:0.0834807
DOC8410 1,1:0.079151
DOC8411 1,1:0.0902606
DOC8412 1,1:0.0834026
DOC8413 1,1:0.0766195
DOC8414 1,1:0.0881317
DOC8415 1,1:0.0683487
DOC8416 1,1:0.081488
DOC8417 1,1:0.0838113
DOC8418 1,1:0.0886706
DOC8419 1,1:0.0740246
DOC8420 1,1:0.0732348
DOC8421 1,1:0.0836466
DOC8422 1,1:0.0785081
DOC8423 1,1:0.0637898
DOC8424 1,1:0.0640237
DOC8425 1,1:0.0704638
DOC8426 1,1:0.090441
DOC8427 1,1:0.0782426
DOC8428 1,1:0.0715528
DOC8429 1,1:0.0655361
DOC8430 1,1:0.0854723
DOC8431 1,1:0.0851324
DOC8432 1,1:0.0671998
DOC8433 1,1:0.0877945
DOC8434 1,1:0.0945233
DOC8435 1,1:0.0866018
DOC8436 1,1:0.0711834
DOC8437 1,1:0.0741535
DOC8438 1,1:0.0776234
DOC8439 1,1:0.0877993
DOC8440 1,1:0.0737928
DOC8441 1,1:0.086702
DOC8442 1,1:0.074746
DOC8443 1,1:0.0815932
DOC8444 1,1:0.0744829
DOC8445 1,1:0.0828185
DOC8446 1,1:0.0803008
DOC8447 1,1:0.0792909
DOC8448 1,1:0.072038
DOC8449 1,1:0.0705784
DOC8450 1,1:0.087692
DOC8451 1,1:0.0814835
DOC8452 1,1:0.0772431
DOC8453 1,1:0.0731207
DOC8454 1,1:0.0755231
DOC8455 1,1:0.0878462
DOC8456 1,1:0.0803957
DOC8457 1,1:0.0714025
DOC8458 1,1:0.0802395
DOC8459 1,1:0.0793222
DOC8460 1,1:0.0784092
DOC8461 1,1:0.0739081
DOC8462 1,1:0.0975356
DOC8463 1,1:0.0881048
DOC8464 1,1:0.0759119
DOC8465 1,1:0.0878811
DOC8466 1,1:0.0838926
DOC8467 1,1:0.0806544
DOC8468 1,1:0.086421
DOC8469 1,1:0.0687894
DOC8470 1,1:0.0845383
DOC8471 1,1:0.075953
DOC8472 1,1:0.0743233
DOC8473 1,1:0.0841738
DOC8474 1,1:0.0769886
DOC8475 1,1:0.0678573
DOC8476 1,1:0.0605067
DOC8477 1,1:0.0805769
DOC8478 1,1:0.0692857
DOC8479 1,1:0.0974385
DOC8480 1,1:0.0825171
